id,Rings
90615,9.692209730979176
90616,9.669429597698594
90617,9.639532856701669
90618,10.53491336067757
90619,7.592183784476092
90620,9.26708952417558
90621,11.372384669911275
90622,6.1362322475380235
90623,7.903877884725241
90624,10.735888480937714
90625,10.917796993376133
90626,6.132698407002716
90627,10.287093544757964
90628,11.555249611042147
90629,7.438046911424383
90630,7.3531123949600525
90631,12.447100805213307
90632,5.647588222820772
90633,9.563129560145985
90634,10.100464130109723
90635,6.172279360313518
90636,7.228185236107477
90637,9.233252292119849
90638,8.728092887402763
90639,9.72411245534994
90640,10.67489274938112
90641,8.216321693546341
90642,9.67889157793747
90643,5.6755378572484885
90644,10.10108614361368
90645,10.097210682371015
90646,9.1028539752379
90647,11.444739212366157
90648,13.378843914435322
90649,13.942111205076033
90650,10.09244108771385
90651,8.931934293960383
90652,8.516147004380944
90653,11.879248751010312
90654,6.206115479853645
90655,8.022373173629157
90656,10.172971277763637
90657,8.09539272349999
90658,6.780772262506584
90659,9.092865064659362
90660,7.144838397612799
90661,8.197933417178424
90662,7.1005822108887235
90663,9.197453724838905
90664,7.6005426201843465
90665,13.265654502594632
90666,8.92539898454225
90667,5.691037903484245
90668,10.082931378975276
90669,9.410172557393807
90670,9.359764513932435
90671,10.644882138464684
90672,8.884582762027257
90673,12.711426130815362
90674,7.434967022952875
90675,5.343781315560762
90676,11.86105003611505
90677,11.263727923604069
90678,4.7321988143006495
90679,9.474523041773406
90680,9.653404142611475
90681,9.708365415196496
90682,15.031471579216435
90683,10.701689260932525
90684,10.548075161649681
90685,11.012543040278478
90686,7.038413617155353
90687,10.386193152239713
90688,8.951447195255053
90689,9.964106348578268
90690,18.750193525558434
90691,8.04029334911016
90692,10.745283897549221
90693,12.034818697669369
90694,9.225551248094634
90695,8.624030431023694
90696,9.901108684264475
90697,7.328821245855377
90698,9.390537542569373
90699,5.094758288289878
90700,10.541023335457206
90701,10.32075310350977
90702,10.288289813164761
90703,12.301143871820999
90704,4.813970181818747
90705,10.829019248610125
90706,11.306352853141323
90707,6.100582143170303
90708,8.467077879422757
90709,9.320663780994222
90710,9.434559744955957
90711,9.344577819578877
90712,8.821188112180637
90713,14.907834811455974
90714,7.112865951839093
90715,8.592094590606035
90716,7.015423875932637
90717,9.52649296558919
90718,4.187445672108556
90719,5.505077231061675
90720,11.10612045091459
90721,9.033620408661905
90722,9.089257819232126
90723,7.846972740959555
90724,9.516411068484004
90725,6.801221917631182
90726,7.591018787343979
90727,8.490546549070812
90728,9.897397491933965
90729,9.687117141429628
90730,10.309743373961489
90731,5.718246090242049
90732,7.860795970817327
90733,10.003140696005412
90734,9.07058659985874
90735,7.842559637724826
90736,7.558628431825083
90737,5.70549594249611
90738,6.919841281929858
90739,15.266901388322108
90740,9.850626604263025
90741,5.442789845087783
90742,9.230821974340548
90743,12.555856215816048
90744,7.034901521407597
90745,8.445148040108599
90746,8.13435759083898
90747,4.283927792880144
90748,15.181036841248057
90749,9.52614666172708
90750,4.047490432863204
90751,7.131140595077116
90752,8.362672884408079
90753,8.10583835962282
90754,8.897881559467796
90755,8.548515911620171
90756,8.942995093137503
90757,11.669420309422769
90758,8.887798282967223
90759,7.434229458486192
90760,7.880783052350686
90761,9.314261314027299
90762,9.081977507290185
90763,9.21042493365971
90764,12.122866237323146
90765,11.245418723745424
90766,7.363168856761009
90767,14.76008992352015
90768,11.921363868053842
90769,6.096575752293059
90770,10.685521888103231
90771,10.017204703218269
90772,5.766916709177922
90773,7.965086879260987
90774,7.456021559494349
90775,9.509027798625702
90776,7.4815913056875445
90777,11.544995863728671
90778,10.531285986898395
90779,10.295358540584244
90780,9.892255717075088
90781,11.111085170864907
90782,7.787570539598158
90783,11.937135580805906
90784,6.741889806279055
90785,8.293813013835857
90786,6.06578609295436
90787,8.87408201249716
90788,4.124918297986392
90789,11.05565391668024
90790,8.434108982341282
90791,6.749662003385263
90792,6.651095891664186
90793,6.479373172669951
90794,5.751088526400658
90795,11.404504519469894
90796,10.967784243313767
90797,10.117617678499666
90798,11.41058712402127
90799,8.142108074456006
90800,14.875904385499233
90801,10.28655277270299
90802,6.873743381405463
90803,11.078345587383103
90804,16.035756439569457
90805,10.591356802357824
90806,8.739125998445587
90807,10.453634333962905
90808,9.248571142379907
90809,12.654620765167005
90810,9.280845372268308
90811,9.221432866981354
90812,5.964805623709384
90813,10.02272310635956
90814,7.305769128932167
90815,7.865888025189383
90816,5.465983969038355
90817,9.964900591843826
90818,9.185114419951256
90819,6.918367343353727
90820,6.860158601718966
90821,9.56272014183696
90822,6.931085185094786
90823,5.90409722282602
90824,12.689543149059203
90825,8.022629381382151
90826,5.490754197231702
90827,4.038947025968089
90828,10.421851216416876
90829,10.81239004266239
90830,9.32124928093667
90831,8.271147676351234
90832,9.24370849710162
90833,12.052079166911374
90834,9.580242332900502
90835,9.380091592176
90836,8.756159704537257
90837,5.253868052839194
90838,10.478139719262197
90839,8.191516984702593
90840,9.289839501541792
90841,11.077038158256721
90842,12.798692174840326
90843,10.760025602361175
90844,14.091148541752187
90845,10.887946256933429
90846,12.200194048894748
90847,6.9336948753569025
90848,9.326562181369875
90849,9.459325210454649
90850,8.797305911131724
90851,11.991792114554315
90852,6.14626123822322
90853,10.78395879257789
90854,11.690822149163987
90855,6.911487055194417
90856,8.831321519672954
90857,10.949914651805427
90858,11.480996855017501
90859,10.394686275238765
90860,13.167949359949697
90861,9.418123715727907
90862,11.310325526868418
90863,8.82661535234447
90864,8.601522885813417
90865,14.818437324207245
90866,15.216168988723673
90867,11.281935293635966
90868,12.01138422107289
90869,7.970020813631739
90870,12.09736922957239
90871,11.9820203350132
90872,15.597783054187438
90873,7.898268232425908
